;database_title;city;views;downloads;last_updated;download_link;description
109;Assessment - Citizen Satisfaction ; calgary  ;56;23;2017-04-27 22:57:21+00:00;  https://data.calgary.ca/d/ybmb-8xc7 ;Assessment - Citizen Satisfaction - contains details on % of residential customers satisfied with assessment services
110;311 Service Requests Annual ; calgary  ;54;35;2017-11-23 15:15:29+00:00;  https://data.calgary.ca/d/teep-rhmz ;311 Service Requests Annual - This dataset contains the daily 311 service requests submitted.
111;Transit Bus Reliability ; calgary  ;54;4;2017-10-13 16:45:40+00:00;  https://data.calgary.ca/d/9rq8-q3n2 ;Transit Bus Reliability - This dataset contains Bus Ontime reliability ratings
112;311 Call Centre Year to Date ; calgary  ;52;32;2017-11-21 21:16:03+00:00;  https://data.calgary.ca/d/g7m7-65yw ;311 Call Centre Year to Date - This dataset contains the daily 311 call centre activity and method of receipt of the request.
113;Roads Maintenance Condition Of Assets ; calgary  ;52;28;2017-07-05 21:47:35+00:00;  https://data.calgary.ca/d/tr9e-s54d ;Roads Maintenance Condition Of Assets - This dataset includes the % of assets rated as good or very good for the years 2012, 2013 , 2014 and 2015.
114;Official Results - General Election 2013 ; calgary  ;50;5;2017-10-10 21:28:58+00:00;  https://data.calgary.ca/d/ibk8-8j45 ;Official Results - General Election 2013 - Final results of the 2013 General Election. Mayoral results city-wide and by ward, Councillor results by ward, and School Board results by combined wards. For more information on this dataset, please see the 2013 Election Results Companion Guide (see attachment: https://data.calgary.ca/api/views/ibk8-8j45/files/e0061bdb-80e2-48e4-b0db-140d63fccce1)
115;Transit Peace Officer Calls Year to Date ; calgary  ;49;27;2017-11-01 16:56:21+00:00;  https://data.calgary.ca/d/pyqj-wztu ;Transit Peace Officer Calls Year to Date - This dataset contains transit peace officer calls starting in 2014. This includes the date of the call (YTD), the Call Source, and the Call Category.
116;Central Business District Cordon Count 2012 ; calgary  ;49;22;2017-11-16 16:30:14+00:00;  https://data.calgary.ca/d/n52m-2ku5 ;Central Business District Cordon Count 2012 - Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at 31 locations around the CBD over a three week time period, collecting data on how people travel into and out of downtown Calgary. The CBD cordon circles the downtown with the Bow River to the north and the railway tracks to the south and from 11 Street in the west to the Elbow River in the east. For additional information please see About --> Source URL. *Attachment is a summary of the inbound and outbound totals and mode of travel.*
117;in; calgary  ;48;24;2017-06-01 13:10:13+00:00;  https://data.calgary.ca/d/ysxd-2vcx ;Road Maintenance Spring Clean-up
118;Assessment Customer Satisfaction ; calgary  ;47;22;2017-04-19 20:35:53+00:00;  https://data.calgary.ca/d/ip5g-74kk ;Assessment Customer Satisfaction - Select results from annual customer survey.
119;Fire Emergency Response Calls Daily ; calgary  ;47;28;2017-11-23 13:45:22+00:00;  https://data.calgary.ca/d/d6us-rmnf ;Fire Emergency Response Calls Daily - This dataset contains daily count of emergencies responded.
120;Calgary Public Library Program Information 2015 ; calgary  ;46;26;2017-11-13 22:34:25+00:00;  https://data.calgary.ca/d/f2h8-nduu ;Calgary Public Library Program Information 2015 - Contains the number of programs, tours and outreach programs by branch for 2015
121;Recreation Program Satisfaction Summary ; calgary  ;44;22;2017-04-19 20:57:00+00:00;  https://data.calgary.ca/d/rj5y-yae2 ;Recreation Program Satisfaction Summary - Annual citizen satisfaction with recreation programs
122;311 Service Requests Year to Date ; calgary  ;43;30;2017-11-23 15:15:20+00:00;  https://data.calgary.ca/d/7vxy-8jkp ;311 Service Requests Year to Date - This dataset contains the daily 311 service requests submitted.
123;Calgary Public Library Tours And Outreach Programs 2014 ; calgary  ;37;32;2017-11-13 22:34:44+00:00;  https://data.calgary.ca/d/ievp-qtfg ;Calgary Public Library Tours And Outreach Programs 2014 - Calgary Public Library offers four types of Library tours. Each one provides you with a different experience of the Library and its resources.
124;Central Business District Cordon Count 2013 ; calgary  ;37;30;2017-11-16 16:32:14+00:00;  https://data.calgary.ca/d/hau8-f2rz ;Central Business District Cordon Count 2013 - Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at 31 locations around the CBD over a three week time period, collecting data on how people travel into and out of downtown Calgary. The CBD cordon circles the downtown with the Bow River to the north and the railway tracks to the south and from 11 Street in the west to the Elbow River in the east. For additional information please see About --> Source URL. *Attachment is a summary of the inbound and outbound totals and mode of travel.*
125;Transit Safety Ratings  Customer Survey ; calgary  ;36;33;2017-04-19 21:48:17+00:00;  https://data.calgary.ca/d/e55a-x3x9 ;Transit Safety Ratings  Customer Survey - This dataset contains the results of Calgary Transit's customer safety rating survey. This is an annual random-digit dialling telephone survey
126;Recreation Citizen Satisfaction ; calgary  ;36;25;2017-04-27 22:52:44+00:00;  https://data.calgary.ca/d/ird5-kqib ;Recreation Citizen Satisfaction - this dataset contains details of aggregated 'satisfied' data for Recreation from Cit Sat survey
127;Transit Peace Officer Calls Monthly ; calgary  ;29;27;2017-11-01 16:56:13+00:00;  https://data.calgary.ca/d/5ncx-mzay ;Transit Peace Officer Calls Monthly - This dataset contains transit peace officer calls starting in 2014. This includes the date of the call (Year, Month, Day), the Call Source, and the Call Category.
128;2013 Election Results by Voting Station ; calgary  ;29;5;2017-11-10 23:12:38+00:00;  https://data.calgary.ca/d/fhmw-xp86 ;2013 Election Results by Voting Station - Final results of the 2013 General Election by Voting Station.
129;Calgary Public Library Program Information 2014 ; calgary  ;28;28;2017-11-10 23:11:20+00:00;  https://data.calgary.ca/d/ue7k-y2pd ;Calgary Public Library Program Information 2014 - Contains the number of Calgary Public Library programs and attendance for 2014.
130;Central Business District Cordon Count 2014 ; calgary  ;25;23;2017-11-16 16:34:01+00:00;  https://data.calgary.ca/d/hxeu-d57b ;Central Business District Cordon Count 2014 - Every year in May, The City conducts the Central Business District (CBD) cordon count. The cordon count is performed at 31 locations around the CBD over a three week time period, collecting data on how people travel into and out of downtown Calgary. The CBD cordon circles the downtown with the Bow River to the north and the railway tracks to the south and from 11 Street in the west to the Elbow River in the east. For additional information please see About --> Source URL. *Attachment is a summary of the inbound and outbound totals and mode of travel.*
131;in; calgary  ;20;20;2017-04-19 21:40:33+00:00;  https://data.calgary.ca/d/n3nu-k4av ;Roads Maintenance Spring Clean-up
132;Residential Snow Clearing Schedule ; edmonton  ;25434;57850;2017-11-23 14:00:28+00:00;  https://data.edmonton.ca/d/7gh5-bnbs ;Residential Snow Clearing Schedule - A list of all City of Edmonton transportation maintenance areas and the date on which each is scheduled for residential snow clearing.  Does NOT include arterials or major routes.
133;Property Assessment Data (Current Calendar Year) ; edmonton  ;17671;1688;2017-11-17 17:54:59+00:00;  https://data.edmonton.ca/d/q7d6-ambg ;Property Assessment Data (Current Calendar Year) - The City of Edmonton does not warrant or guarantee the completeness and accuracy of the information presented.   The City of Edmonton does not assume responsibility nor accept any liability arising from any use of the information other than for property assessment interpretation.  This dataset is the assessed value of properties within the City of Edmonton for the current calendar year.  The information is collected for property assessment interpretation purposes only.
134;Property Information Data (Current Calendar Year) ; edmonton  ;14097;1033;2017-11-17 17:35:33+00:00;  https://data.edmonton.ca/d/dkk9-cj3x ;Property Information Data (Current Calendar Year) - The information is collected for property assessment interpretation purposes only.  The City of Edmonton does not warrant or guarantee the completeness and accuracy of the information presented.   The City of Edmonton does not assume responsibility nor accept any liability arising from any use of the information other than for property assessment interpretation.  This dataset is information of properties within the City of Edmonton. It is effective from January 1st, 2017 until December 31st, 2017.
135;2017 Edmonton General Election - Official Results ; edmonton  ;13654;148;2017-10-20 18:00:41+00:00;  https://data.edmonton.ca/d/gg6p-rhvt ;2017 Edmonton General Election - Official Results - This dataset reflects the official election results for the 2017 Edmonton General Election.
136;311 Explorer ; edmonton  ;12932;15264;2017-11-23 06:22:28+00:00;  https://data.edmonton.ca/d/ukww-xkmj ;311 Explorer - 311 Explorer is a web-based mapping tool that uses the City’s open data information to search, filter, and display 311 service requests on public property.  You will be able to:  View the various types of service requests on public property that have been generated in a neighborhood, ward or across the city, see the status of service requests, use the map or charts for analysis of neighbourhoods
137;Rainfall History - (2013 - 2015) ; edmonton  ;12276;204;2016-02-12 19:14:26+00:00;  https://data.edmonton.ca/d/jwz2-cge4 ;"Rainfall History - (2013 - 2015) - This dataset provides rainfall data during the 2013 to 2015 calendar years.  Rainfall is measured between May and October; snowfall is not measured."
138;Trees ; edmonton  ;10999;1215;2017-11-20 19:21:18+00:00;  https://data.edmonton.ca/d/eecg-fc54 ;Trees - List of all trees owned and maintained by the City of Edmonton. Note - There are about 320,000 records. It may take some time to load everything.
139;2017 Edmonton General Election - Candidate List and Contact Information ; edmonton  ;10149;210;2017-10-17 00:07:09+00:00;  https://data.edmonton.ca/d/dyig-uuu4 ;"2017 Edmonton General Election - Candidate List and Contact Information - Contact information shown here has been provided by the Candidates or their respective agents. It is provided for information purposes only and does not suggest endorsement from the City of Edmonton. The City of Edmonton is not responsible for the content of external websites.   Every effort is made by the Elections Office to ensure the accuracy of the information in the Candidate List; however, should changes be required, Candidates or their Agents can contact the Elections Office if updates are required."
140;General Building Permits ; edmonton  ;8568;13827;2017-11-23 11:13:41+00:00;  https://data.edmonton.ca/d/24uj-dj8v ;General Building Permits - List of issued building permits from the City of Edmonton - Sustainable Development Department for the public to do construction or maintenance on a structure located in the City. Note - All records start from January 1, 2009.
141;Historical - City of Edmonton/NAIT Solar Panel Reference System ; edmonton  ;7796;418;2016-04-27 18:07:06+00:00;  https://data.edmonton.ca/d/uwuq-3zq3 ;"Historical - City of Edmonton/NAIT Solar Panel Reference System - Data collection ended August 26, 2014 for this pilot project.  The reference system consists of six PV modules arranged at fixed angles on the roof of the Shaw Theatre at NAIT’s Main Campus, near the corner of Princess Elizabeth Avenue and 106 Street. The angles correspond to those typically used for solar installations in Edmonton. Each of the six modules is paired with a duplicate module placed at exactly the same angle. During the winter months, snow will be cleared from the left side of the modules. By pairing modules at exactly the same angles, researchers will be able to compare the effect of snow clearing versus snow cover on energy production.  The degree angle of rows are 90, 53, 45, 27, 18, 14 degree. You can find the actual picture at the ""About"" tab. In the dataset column name, 90_LEFT means the left panel and 90 degree angle and so on.  The City is not the owner of this data, it is provided to us and owned by NAIT"
